id,marital-status,occupation,relationship,race,gender
518, Never-married, ?, Own-child, White, Male
519, Never-married, ?, Unmarried, White, Female
520, Married-civ-spouse, Prof-specialty, Husband, White, Male
521, Married-civ-spouse, Exec-managerial, Husband, White, Male
522, Married-civ-spouse, Exec-managerial, Husband, White, Male
523, Divorced, Handlers-cleaners, Not-in-family, Black, Male
524, Married-civ-spouse, Tech-support, Husband, White, Male
525, Divorced, Machine-op-inspct, Unmarried, White, Male
526, Married-civ-spouse, Sales, Wife, White, Female
527, Married-civ-spouse, Exec-managerial, Husband, White, Male
528, Divorced, Adm-clerical, Not-in-family, White, Female
529, Married-civ-spouse, Craft-repair, Husband, White, Male
530, Married-civ-spouse, Prof-specialty, Husband, White, Male
531, Divorced, Machine-op-inspct, Unmarried, Other, Female
532, Never-married, Machine-op-inspct, Not-in-family, White, Male
533, Married-civ-spouse, Other-service, Husband, Black, Male
534, Married-civ-spouse, Exec-managerial, Wife, White, Female
535, Married-civ-spouse, Prof-specialty, Husband, White, Male
536, Married-civ-spouse, Tech-support, Husband, White, Male
537, Widowed, Priv-house-serv, Not-in-family, Black, Female
538, Separated, Craft-repair, Not-in-family, White, Male
539, Never-married, Farming-fishing, Not-in-family, White, Female
540, Never-married, ?, Unmarried, Black, Female
541, Married-civ-spouse, Transport-moving, Husband, White, Male
542, Never-married, Prof-specialty, Own-child, White, Male
543, Never-married, Handlers-cleaners, Unmarried, White, Female
544, Never-married, Transport-moving, Not-in-family, White, Male
545, Married-civ-spouse, Sales, Husband, White, Male
546, Never-married, Handlers-cleaners, Not-in-family, White, Female
547, Married-civ-spouse, Other-service, Wife, White, Female
548, Married-civ-spouse, Protective-serv, Husband, White, Male
549, Never-married, Handlers-cleaners, Own-child, White, Male
550, Never-married, Craft-repair, Unmarried, White, Male
551, Divorced, Exec-managerial, Not-in-family, White, Male
552, Separated, Other-service, Unmarried, White, Female
553, Widowed, Adm-clerical, Unmarried, White, Female
554, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female
555, Divorced, Craft-repair, Unmarried, Black, Female
556, Never-married, Machine-op-inspct, Not-in-family, White, Female
557, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
558, Separated, Adm-clerical, Unmarried, White, Female
559, Married-civ-spouse, Tech-support, Wife, White, Female
560, Married-civ-spouse, Other-service, Husband, White, Male
561, Never-married, Transport-moving, Not-in-family, White, Male
562, Married-civ-spouse, Sales, Husband, White, Male
563, Married-civ-spouse, Prof-specialty, Husband, White, Male
564, Never-married, Handlers-cleaners, Unmarried, Black, Female
565, Married-civ-spouse, Prof-specialty, Husband, White, Male
566, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male
567, Married-civ-spouse, Exec-managerial, Husband, White, Male
568, Separated, Other-service, Unmarried, White, Female
569, Separated, Craft-repair, Not-in-family, White, Male
570, Divorced, Exec-managerial, Unmarried, White, Male
571, Never-married, Craft-repair, Own-child, White, Male
572, Married-civ-spouse, Prof-specialty, Husband, White, Male
573, Never-married, Sales, Own-child, White, Male
574, Married-civ-spouse, Craft-repair, Husband, White, Male
575, Never-married, Prof-specialty, Not-in-family, White, Female
576, Married-civ-spouse, Exec-managerial, Wife, White, Male
577, Never-married, ?, Own-child, White, Male
578, Divorced, Sales, Unmarried, White, Female
579, Never-married, Prof-specialty, Not-in-family, White, Female
580, Married-civ-spouse, Craft-repair, Husband, White, Male
581, Married-civ-spouse, ?, Husband, White, Male
582, Married-civ-spouse, Sales, Husband, White, Male
583, Married-civ-spouse, Craft-repair, Husband, White, Male
584, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
585, Never-married, Tech-support, Not-in-family, White, Male
586, Never-married, Sales, Own-child, White, Female
587, Never-married, Adm-clerical, Not-in-family, White, Male
588, Never-married, Other-service, Own-child, White, Male
589, Married-civ-spouse, Craft-repair, Husband, White, Male
590, Divorced, Prof-specialty, Not-in-family, White, Male
591, Married-civ-spouse, ?, Husband, White, Male
592, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female
593, Never-married, Transport-moving, Not-in-family, White, Male
594, Married-civ-spouse, Prof-specialty, Husband, White, Male
595, Never-married, Adm-clerical, Own-child, White, Female
596, Never-married, Sales, Own-child, White, Male
597, Never-married, ?, Unmarried, Amer-Indian-Eskimo, Female
598, Married-civ-spouse, Prof-specialty, Husband, White, Male
599, Never-married, Tech-support, Not-in-family, White, Male
600, Never-married, Prof-specialty, Not-in-family, White, Female
601, Never-married, Tech-support, Not-in-family, White, Male
602, Never-married, Adm-clerical, Own-child, White, Male
603, Divorced, Other-service, Not-in-family, White, Female
604, Married-civ-spouse, Other-service, Husband, White, Male
605, Never-married, Farming-fishing, Not-in-family, White, Male
606, Never-married, Adm-clerical, Unmarried, Black, Female
607, Married-civ-spouse, Craft-repair, Husband, White, Male
608, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male
609, Separated, Exec-managerial, Not-in-family, Black, Male
610, Never-married, Other-service, Own-child, White, Female
611, Divorced, Prof-specialty, Not-in-family, White, Female
612, Never-married, Craft-repair, Not-in-family, White, Male
613, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
614, Never-married, Prof-specialty, Own-child, White, Male
615, Never-married, Other-service, Own-child, White, Female
616, Never-married, Handlers-cleaners, Own-child, White, Male
617, Married-civ-spouse, Transport-moving, Husband, Black, Male
618, Married-civ-spouse, Exec-managerial, Husband, White, Male
619, Married-civ-spouse, Sales, Husband, White, Male
620, Married-civ-spouse, Prof-specialty, Husband, White, Male
621, Never-married, Sales, Own-child, White, Female
622, Widowed, Other-service, Not-in-family, Black, Female
623, Widowed, Priv-house-serv, Unmarried, Black, Female
624, Married-civ-spouse, Transport-moving, Husband, White, Male
625, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male
626, Never-married, Farming-fishing, Own-child, Black, Male
627, Married-civ-spouse, Sales, Husband, White, Male
628, Married-civ-spouse, Sales, Husband, White, Male
629, Married-civ-spouse, Exec-managerial, Husband, White, Male
630, Married-civ-spouse, Sales, Husband, White, Male
631, Never-married, Other-service, Unmarried, Black, Female
632, Separated, Other-service, Unmarried, Black, Female
633, Married-civ-spouse, Craft-repair, Husband, White, Male
634, Married-civ-spouse, Adm-clerical, Wife, Black, Female
635, Married-civ-spouse, Craft-repair, Husband, White, Male
636, Never-married, Other-service, Own-child, White, Female
637, Never-married, Handlers-cleaners, Not-in-family, White, Male
638, Married-civ-spouse, Exec-managerial, Husband, White, Male
639, Married-civ-spouse, Transport-moving, Husband, White, Male
640, Married-civ-spouse, Prof-specialty, Husband, White, Male
641, Divorced, Craft-repair, Not-in-family, White, Male
642, Married-civ-spouse, Craft-repair, Husband, White, Male
643, Never-married, Handlers-cleaners, Own-child, White, Male
644, Married-civ-spouse, Sales, Husband, White, Male
645, Married-civ-spouse, Craft-repair, Husband, White, Male
646, Separated, Prof-specialty, Not-in-family, White, Male
647, Divorced, Adm-clerical, Unmarried, White, Female
648, Married-civ-spouse, Craft-repair, Husband, White, Male
649, Married-civ-spouse, ?, Husband, White, Male
650, Married-civ-spouse, Tech-support, Husband, White, Male
651, Never-married, Other-service, Own-child, White, Male
652, Never-married, Exec-managerial, Other-relative, White, Male
653, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male
654, Separated, Exec-managerial, Not-in-family, White, Female
655, Never-married, Machine-op-inspct, Own-child, White, Female
656, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female
657, Widowed, ?, Unmarried, White, Female
658, Married-civ-spouse, Craft-repair, Husband, White, Male
659, Married-civ-spouse, Craft-repair, Husband, White, Male
660, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
661, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male
662, Never-married, Sales, Not-in-family, White, Male
663, Never-married, Prof-specialty, Not-in-family, White, Male
664, Never-married, Prof-specialty, Not-in-family, White, Male
665, Never-married, Sales, Not-in-family, White, Female
666, Divorced, Prof-specialty, Unmarried, White, Female
667, Married-civ-spouse, Transport-moving, Husband, White, Male
668, Married-civ-spouse, Craft-repair, Husband, Black, Male
669, Married-spouse-absent, ?, Own-child, Asian-Pac-Islander, Female
670, Never-married, Machine-op-inspct, Not-in-family, White, Male
671, Divorced, Exec-managerial, Not-in-family, White, Male
672, Never-married, ?, Own-child, White, Female
673, Never-married, Farming-fishing, Own-child, White, Male
674, Married-civ-spouse, Exec-managerial, Husband, White, Male
675, Married-civ-spouse, Sales, Husband, White, Male
676, Never-married, Sales, Own-child, White, Female
677, Never-married, Other-service, Own-child, White, Male
678, Married-civ-spouse, Adm-clerical, Husband, White, Male
679, Never-married, Craft-repair, Not-in-family, White, Male
680, Widowed, Exec-managerial, Not-in-family, White, Male
681, Never-married, Protective-serv, Own-child, White, Male
682, Married-civ-spouse, Craft-repair, Husband, White, Male
683, Married-civ-spouse, Craft-repair, Husband, White, Male
684, Separated, Exec-managerial, Unmarried, Black, Male
685, Never-married, Adm-clerical, Own-child, White, Female
686, Divorced, Exec-managerial, Not-in-family, White, Female
687, Never-married, ?, Not-in-family, White, Male
688, Married-civ-spouse, Prof-specialty, Wife, White, Female
689, Never-married, Exec-managerial, Not-in-family, White, Male
690, Never-married, Other-service, Other-relative, White, Male
691, Married-civ-spouse, Farming-fishing, Husband, White, Male
692, Never-married, Machine-op-inspct, Own-child, Black, Female
693, Married-civ-spouse, Prof-specialty, Husband, White, Male
694, Never-married, Prof-specialty, Own-child, White, Male
695, Never-married, Tech-support, Not-in-family, White, Female
696, Never-married, ?, Other-relative, White, Male
697, Never-married, Prof-specialty, Not-in-family, White, Male
698, Married-civ-spouse, Tech-support, Husband, White, Male
699, Never-married, Prof-specialty, Own-child, White, Female
700, Never-married, Sales, Own-child, White, Female
701, Never-married, Prof-specialty, Not-in-family, White, Male
702, Widowed, Sales, Unmarried, White, Female
703, Never-married, Handlers-cleaners, Own-child, White, Male
704, Married-civ-spouse, Craft-repair, Husband, White, Male
705, Divorced, Prof-specialty, Unmarried, White, Female
706, Divorced, Exec-managerial, Own-child, White, Female
707, Married-civ-spouse, Other-service, Husband, Black, Male
708, Never-married, Sales, Not-in-family, Black, Male
709, Married-civ-spouse, Craft-repair, Husband, White, Male
710, Never-married, Other-service, Other-relative, White, Male
711, Married-civ-spouse, Prof-specialty, Husband, White, Male
712, Divorced, Adm-clerical, Unmarried, Black, Female
713, Separated, Prof-specialty, Not-in-family, White, Male
714, Married-civ-spouse, Tech-support, Husband, White, Male
715, Divorced, Adm-clerical, Unmarried, White, Female
716, Separated, Other-service, Unmarried, Black, Female
717, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
718, Never-married, Tech-support, Own-child, White, Female
719, Never-married, Sales, Own-child, White, Female
720, Married-civ-spouse, Exec-managerial, Husband, White, Male
721, Never-married, Other-service, Not-in-family, White, Male
722, Married-civ-spouse, Craft-repair, Husband, White, Male
723, Never-married, Prof-specialty, Not-in-family, White, Male
724, Married-civ-spouse, Exec-managerial, Husband, White, Male
725, Married-civ-spouse, Exec-managerial, Husband, White, Male
726, Never-married, Prof-specialty, Not-in-family, White, Male
727, Married-civ-spouse, Sales, Wife, White, Female
728, Never-married, Other-service, Not-in-family, White, Female
729, Married-civ-spouse, Other-service, Husband, White, Male
730, Married-civ-spouse, Exec-managerial, Husband, White, Male
731, Never-married, Other-service, Not-in-family, White, Female
732, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female
733, Married-civ-spouse, Adm-clerical, Husband, White, Male
734, Never-married, Other-service, Own-child, White, Female
735, Married-civ-spouse, ?, Wife, Black, Female
736, Married-civ-spouse, Craft-repair, Husband, White, Male
737, Never-married, Sales, Not-in-family, Black, Female
738, Married-civ-spouse, Prof-specialty, Husband, White, Male
739, Widowed, Other-service, Unmarried, Black, Female
740, Married-civ-spouse, Tech-support, Husband, White, Male
741, Never-married, Other-service, Other-relative, White, Female
742, Married-civ-spouse, Transport-moving, Husband, White, Male
743, Never-married, Exec-managerial, Not-in-family, White, Female
744, Never-married, Tech-support, Own-child, White, Male
745, Never-married, Handlers-cleaners, Own-child, White, Male
746, Married-civ-spouse, Prof-specialty, Wife, White, Female
747, Married-civ-spouse, Transport-moving, Husband, White, Male
748, Never-married, Adm-clerical, Own-child, Black, Female
749, Never-married, Craft-repair, Own-child, Black, Male
750, Married-civ-spouse, Prof-specialty, Husband, White, Male
751, Married-civ-spouse, Exec-managerial, Husband, White, Male
752, Never-married, Prof-specialty, Unmarried, White, Male
753, Married-civ-spouse, Craft-repair, Husband, White, Male
